m_hot,m_cold,T_hot_in,T_cold_in,T_hot_out,T_cold_out
1.5248357076505616,1.25597421746344,118.64964345005124,27.138288663183914,51.97056409862148,108.0910978328395
1.4930867849414409,1.2369853473165107,119.71096265856896,28.709422483830746,51.61402269917265,110.90493221148931
1.5323844269050346,1.2023852147968068,118.41516015800008,29.379591699867532,52.06455037421482,113.94037962132208
1.5761514928204012,1.174122528891777,119.38407694072193,32.831531486010284,54.875911569900595,119.42780968219935
1.4882923312638332,1.2279289325445435,116.21277066609242,30.83482968680064,47.89646007811477,113.63656067756145
1.4882931521525409,1.21573941541687,120.42658741474588,27.996777646350164,52.11031450757582,111.62871378248484
1.5789606407753696,1.2358077288011093,120.00241095072445,30.729054434126457,55.60901283638218,113.00288941569166
1.5383717364576455,1.2254068720672788,118.36582273786362,27.679044016592453,52.27344809345682,110.65119266857349
1.4765262807032524,1.2419821086127734,121.31849133686481,31.62403658083061,52.45778599276561,113.48885608446292
1.5271280021792983,1.1785905915375772,121.87514027525312,29.293313022273182,55.296149514013806,115.56130283855167
1.4768291153593769,1.252695762625373,116.78488027126205,29.859545716891244,47.93829532051541,111.02421808333865
1.4767135123214872,1.207903984187696,118.47455044286757,31.988694971313286,49.62257590619093,116.16313472754987
1.5120981135783018,1.2830104349050107,118.4617153004254,28.069254647123625,51.2209455148474,107.3161870041882
1.40433598776711,1.1724324872764171,118.12019379778226,27.904322722330512,45.719684208914046,114.62542798999286
1.4137541083743483,1.2694385521266098,121.6589496838635,29.124601010480994,49.74075645205794,109.21878199938848
1.4718856235379514,1.2079164313385058,119.61234772245439,31.557568276528976,50.53453384726251,115.73114064499038
1.4493584439832787,1.1739432798554221,119.47097031737877,27.720980886784737,49.31948945327143,114.33048144191136
1.5157123666297636,1.1806445666378271,115.99227527118649,25.751766602834145,48.91184273872503,111.86967543111822
1.4545987962239395,1.1871861076722272,121.27083606041845,29.3232617123865,51.37208362623022,114.96665030264191
1.4293848149332353,1.2169666378560766,117.52148321029306,30.827611199866382,46.389734722343405,114.37521060443594
1.5732824384460777,1.22091341952142,120.11986526053266,31.800392624608243,55.49406212200094,115.07791216254591
1.4887111849756731,1.177051999842457,120.55475387591639,29.305257956871902,52.257664303107944,115.68601357508932
1.5033764102343963,1.1990258163095606,122.7213171916773,29.382860089325995,55.09045611379665,114.18056816642658
1.428762590689327,1.2856908143444745,117.38235920176177,31.73085110138362,46.219632930162675,110.81257122720208
1.472780863773741,1.2691017268040283,113.96097568835835,27.19538745045687,44.9251512495467,107.31082579626388
1.5055461294854933,1.2174529467869613,120.36769908950738,29.417218837225487,52.834304292051556,112.93144533498034
1.4424503211288848,1.201520139126728,123.60102236302171,30.285635834887586,53.11357495564539,114.90730619841815
1.5187849009172836,1.2048012530687304,122.47789270587887,30.673828081927553,55.53316532090287,115.06504272363834
1.4699680655040597,1.2245407189092166,120.41931883054926,29.235289960213677,51.25139366650116,112.26612721885054
1.4854153125103362,1.1590882973920638,119.01672762873591,30.051661517558763,50.56809895767671,117.77115741540555
1.46991466938853,1.1897049385030662,121.61424519327463,26.267508969880517,52.44380743540056,111.72957427512873
1.592613909225447,1.1332566370448964,118.05290760059107,29.01262738149923,54.21154557344798,118.7316176125684
1.4993251387631032,1.2159689249042112,120.95271553871244,30.6802630688317,53.13911159140332,114.29641399664825
1.447114453552205,1.2258878375881097,121.01094031833325,28.526558948617982,50.75067797436556,111.4661542613234
1.5411272456051595,1.180672541508025,122.12041981499776,30.088476332384396,56.14621720566005,116.20434468184263
1.4389578175014488,1.2629594705316012,125.51932007782216,30.670308751204047,54.86079214065907,111.17537919937034
1.5104431797502378,1.1509693734799062,120.78483193435753,29.486176198713352,53.470389053336376,117.82444434994702
1.4020164938060111,1.1414250047916072,118.982072748585,30.255695656494858,46.46178386645329,119.33263082219008
1.4335906975550785,1.2089780727423989,119.94885137561602,28.555901152073083,49.025789917609444,112.65555807776948
1.5098430617934562,1.241883932104486,116.46184819022176,29.69008308045593,49.12064980927754,111.56137436613056
1.5369233289997706,1.2673571076583148,118.61057373782188,30.915324254383833,52.45591317027413,111.14104795446134
1.5085684140594986,1.1816446294852423,119.1814351237738,30.23545944145265,51.78333756270736,116.28048398712988
1.494217585880588,1.2431472333372517,118.95182320413082,29.120203095654098,50.9064179638991,110.90829578631465
1.4849448152205356,1.1984596612199716,120.30470974406744,30.33632460643619,51.83439346956992,115.17409131510095
1.4260739004816285,1.1930949080023672,118.3551601352356,31.071914685954926,47.058265132819,116.29115455226372
1.4640077895802646,1.235346397499467,122.24206133464894,26.925088082133783,52.79253936354263,109.22964764059498
1.4769680614520106,1.2260929151365367,120.0004141298364,31.738611097433846,51.160305936590305,114.66433384904354
1.5528561113109458,1.13694431372063,119.98139935772276,29.49561789197839,54.505505997268386,118.92360475229952
1.517180914478423,1.2590616139890358,119.34421056697417,30.638234899860347,52.3287082112257,111.39253637220337
1.4118479922318632,1.255203654165898,120.31038136771795,31.795870385467843,48.295092393444534,112.7983760831506
